@RELATION train

@ATTRIBUTE np1ispr {FALSE,TRUE}
@ATTRIBUTE np2ispr {FALSE,TRUE}
@ATTRIBUTE np2isdefnp {FALSE,TRUE}
@ATTRIBUTE np2isdemnp {FALSE,TRUE}
@ATTRIBUTE isbothpropername {FALSE,TRUE}
@ATTRIBUTE stringsimilary {FALSE,TRUE}
@ATTRIBUTE distance REAL
@ATTRIBUTE numberagreement {FALSE,TRUE}
@ATTRIBUTE isbetween {FALSE,TRUE}
@ATTRIBUTE hasbetween {FALSE,TRUE}
@ATTRIBUTE comparative {FALSE,TRUE}
@ATTRIBUTE pmi REAL
@ATTRIBUTE coref {FALSE,TRUE}

@DATA
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,3.867,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,5.254,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,4.467,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,2.234,FALSE
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,3.209,FALSE
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2.682,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,TRUE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,4.669,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,4.669,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,3.478,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,FALSE
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,23.894,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,23.894,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,1.036,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE
