Review,NP1,NP2,NP1isPr,NP2isPr,NP2isDefNP,NP2isDemNP,isBothPropername,Stringsimilary,Distance,NumberAgreement,isBetween,hasBetween,Comparative,PMI,COREF
5,4,6,true,false,false,false,false,false,0,true,true,false,false,0.0,true
5,3,4,false,true,false,false,false,false,0,true,false,false,false,3.209,false
5,2,4,true,true,false,false,false,true,0,false,false,true,false,0.0,true
5,1,2,false,true,false,false,false,false,1,true,false,false,false,2.682,true
5,0,1,false,false,false,false,false,false,0,true,true,false,false,0.0,true
6,33,34,false,false,true,false,false,true,0,true,false,false,false,0.0,true
6,28,29,false,false,false,false,false,false,0,true,true,false,false,0.0,true
6,27,28,false,false,true,false,false,false,1,true,false,false,false,0.0,false
6,26,28,false,false,true,false,false,false,1,true,false,false,false,0.0,false
6,25,28,false,false,true,false,false,false,1,true,false,false,false,0.0,true
6,26,27,false,false,true,false,false,false,0,true,true,false,false,0.0,false
6,25,27,false,false,true,false,false,false,0,true,true,false,false,0.0,false
6,24,27,false,false,true,false,false,true,0,true,true,false,false,0.0,true
6,24,25,false,false,true,false,false,false,0,true,false,false,false,0.0,false
6,23,25,false,false,true,false,false,false,0,true,false,false,false,4.669,false
6,22,25,false,false,true,false,false,false,1,true,false,false,false,0.0,false
6,21,25,false,false,true,false,false,false,1,false,false,false,false,0.0,false
6,20,25,false,false,true,false,false,false,1,false,false,false,false,0.0,false
6,19,25,false,false,true,false,false,false,1,true,false,false,false,0.0,false
6,18,25,false,false,true,false,false,false,1,true,false,false,false,4.669,false
6,17,25,false,false,true,false,false,false,1,true,false,false,false,0.0,true
6,16,17,true,false,true,false,false,false,0,true,false,false,false,0.0,false
6,15,17,false,false,true,false,false,false,0,false,false,false,false,0.0,false
6,14,17,false,false,true,false,false,false,0,true,false,false,false,0.0,false
6,13,17,false,false,true,false,false,false,1,true,false,false,false,0.0,false
6,12,17,false,false,true,false,false,false,2,true,false,false,false,0.0,false
6,11,17,true,false,true,false,false,false,2,true,false,false,false,3.478,false
6,10,17,false,false,true,false,false,true,2,true,false,false,false,0.0,true
6,15,16,false,true,false,false,false,false,0,false,false,false,false,0.0,false
6,14,16,false,true,false,false,false,false,0,true,false,false,false,0.0,true
6,9,10,false,false,false,true,false,false,1,false,false,false,false,0.0,false
6,8,10,false,false,false,true,false,false,1,true,false,false,false,0.0,false
6,7,10,false,false,false,true,false,false,1,true,false,false,false,0.0,false
6,6,10,false,false,false,true,false,false,1,true,false,false,false,0.0,false
6,5,10,false,false,false,true,false,false,1,true,false,false,false,0.0,false
6,4,10,false,false,false,true,false,false,2,true,false,false,false,0.0,false
6,3,10,false,false,false,true,false,false,2,true,false,false,false,0.0,false
6,2,10,false,false,false,true,false,false,2,true,false,false,false,0.0,false
6,1,10,true,false,false,true,false,false,2,true,false,false,false,0.0,true
6,6,7,false,false,false,false,false,true,0,true,false,false,false,0.0,true
6,3,4,false,false,false,false,false,false,0,true,false,false,false,0.0,false
6,2,4,false,false,false,false,false,false,0,true,false,false,false,0.0,true
6,0,1,false,true,false,false,false,false,1,true,false,false,false,0.0,true
7,55,56,false,true,false,false,false,false,0,true,false,false,false,0.0,false
7,54,56,false,true,false,false,false,false,0,true,false,false,false,0.0,true
7,53,54,false,false,false,true,false,true,0,true,false,false,false,0.0,false
7,52,54,false,false,false,true,false,false,1,true,false,false,false,0.0,false
7,51,54,false,false,false,true,false,false,1,true,false,false,false,0.0,false
7,50,54,false,false,false,true,false,true,1,true,false,false,false,0.0,true
7,49,50,false,false,true,false,false,false,0,false,false,false,false,0.0,false
7,48,50,false,false,true,false,false,false,0,false,false,false,false,23.894,false
7,47,50,false,false,true,false,false,false,0,true,false,false,false,0.0,false
7,46,50,false,false,true,false,false,false,0,true,false,false,false,23.894,false
7,45,50,false,false,true,false,false,false,0,false,false,false,false,0.0,false
7,44,50,false,false,true,false,false,false,1,true,false,false,false,0.0,false
7,43,50,false,false,true,false,false,false,1,true,false,false,false,0.0,false
7,42,50,false,false,true,false,false,false,1,true,false,false,false,0.0,false
7,41,50,false,false,true,false,false,false,1,true,false,false,false,0.0,false
7,40,50,false,false,true,false,false,false,1,false,false,false,false,0.0,true
7,39,40,false,false,false,false,false,false,0,false,false,true,false,0.0,false
7,38,40,false,false,false,false,false,false,0,false,false,true,false,0.0,false
7,37,40,false,false,false,false,false,false,0,false,false,true,false,0.0,false
7,36,40,false,false,false,false,false,false,0,false,false,true,false,0.0,false
7,35,40,false,false,false,false,false,false,1,false,false,false,false,1.036,false
7,34,40,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,33,40,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,32,40,false,false,false,false,false,false,1,false,false,false,false,0.0,true
7,31,32,false,false,true,false,false,false,0,true,false,false,false,0.0,false
7,30,32,false,false,true,false,false,false,0,true,false,false,false,0.0,false
7,29,32,false,false,true,false,false,false,0,true,false,false,false,0.0,false
7,28,32,false,false,true,false,false,false,0,false,false,false,false,0.0,false
7,27,32,false,false,true,false,false,true,1,true,false,false,false,0.0,true
7,29,30,false,false,true,false,false,false,0,true,false,false,false,0.0,false
7,28,30,false,false,true,false,false,false,0,false,false,false,false,0.0,false
7,27,30,false,false,true,false,false,false,1,true,false,false,false,0.0,false
7,26,30,true,false,true,false,false,false,1,true,false,false,false,0.0,true
7,26,27,true,false,true,false,false,false,0,true,false,false,false,0.0,false
7,25,27,false,false,true,false,false,false,0,true,false,false,false,0.0,false
7,24,27,false,false,true,false,false,false,0,true,false,false,false,0.0,false
7,23,27,true,false,true,false,false,false,1,true,false,false,false,0.0,false
7,22,27,true,false,true,false,false,false,1,true,false,false,false,0.0,false
7,21,27,false,false,true,false,false,false,2,false,false,false,false,0.0,false
7,20,27,true,false,true,false,false,false,2,false,false,false,false,0.0,false
7,19,27,false,false,true,false,false,false,2,true,false,false,false,0.0,false
7,18,27,false,false,true,false,false,false,2,true,false,false,false,0.0,false
7,17,27,false,false,true,false,false,false,2,true,false,false,false,0.0,false
7,16,27,false,false,true,false,false,false,2,true,false,false,false,0.0,false
7,15,27,false,false,true,false,false,false,2,true,false,false,false,0.0,false
7,14,27,false,false,true,false,false,false,2,true,false,false,false,0.0,false
7,13,27,true,false,true,false,false,false,2,true,false,false,false,0.0,false
7,12,27,false,false,true,false,false,false,3,true,false,false,false,0.0,false
7,11,27,false,false,true,false,false,false,3,false,false,false,false,0.0,false
7,10,27,false,false,true,false,false,false,3,false,false,false,false,0.0,false
7,9,27,true,false,true,false,false,false,3,true,false,false,false,0.0,false
7,8,27,false,false,true,false,false,false,3,true,false,false,false,0.0,false
7,7,27,false,false,true,false,false,false,3,false,false,false,false,0.0,false
7,6,27,false,false,true,false,false,false,3,false,false,false,false,0.0,false
7,5,27,true,false,true,false,false,false,3,true,false,false,false,0.0,false
7,4,27,false,false,true,false,false,false,3,true,false,false,false,0.0,false
7,3,27,false,false,true,false,false,false,3,true,false,false,false,0.0,false
7,2,27,false,false,true,false,false,false,3,true,false,false,false,0.0,false
7,1,27,false,false,true,false,false,false,4,true,false,false,false,0.0,false
7,0,27,false,false,true,false,false,true,4,true,false,false,false,0.0,true
7,25,26,false,true,false,false,false,false,0,true,false,false,false,0.0,true
7,24,25,false,false,false,false,false,false,0,true,false,false,false,0.0,false
7,23,25,true,false,false,false,false,false,1,true,false,false,false,2.654,false
7,22,25,true,false,false,false,false,false,1,true,false,false,false,0.0,false
7,21,25,false,false,false,false,false,false,2,false,false,false,false,0.0,false
7,20,25,true,false,false,false,false,false,2,false,false,false,false,0.0,false
7,19,25,false,false,false,false,false,true,2,true,false,false,false,0.0,false
7,18,25,false,false,false,false,false,false,2,true,false,false,false,1.834,false
7,17,25,false,false,false,false,false,false,2,true,false,false,false,1.834,false
7,16,25,false,false,false,false,false,false,2,true,false,false,false,0.0,false
7,15,25,false,false,false,false,false,false,2,true,false,false,false,0.0,false
7,14,25,false,false,false,false,false,false,2,true,false,false,false,0.0,false
7,13,25,true,false,false,false,false,false,2,true,false,false,false,0.0,false
7,12,25,false,false,false,false,false,false,3,true,false,false,false,0.0,false
7,11,25,false,false,false,false,false,false,3,false,false,false,false,0.0,false
7,10,25,false,false,false,false,false,false,3,false,false,false,false,0.0,false
7,9,25,true,false,false,false,false,false,3,true,false,false,false,2.949,true
7,20,21,true,false,false,false,false,false,0,true,true,false,false,0.0,false
7,19,21,false,false,false,false,false,false,0,false,true,false,false,0.0,false
7,18,21,false,false,false,false,false,false,0,false,true,false,false,0.0,false
7,17,21,false,false,false,false,false,false,0,false,true,false,false,0.0,false
7,16,21,false,false,false,false,false,false,0,false,true,false,false,0.0,false
7,15,21,false,false,false,false,false,false,0,false,true,false,false,0.0,false
7,14,21,false,false,false,false,false,false,0,false,true,false,false,0.0,false
7,13,21,true,false,false,false,false,false,0,false,true,false,false,0.0,false
7,12,21,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,11,21,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,10,21,false,false,false,false,false,false,1,true,false,false,false,0.0,false
7,9,21,true,false,false,false,false,false,1,false,false,false,false,0.0,false
7,8,21,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,7,21,false,false,false,false,false,false,1,true,false,false,false,0.0,false
7,6,21,false,false,false,false,false,false,1,true,false,false,false,0.0,false
7,5,21,true,false,false,false,false,false,1,false,false,false,false,0.0,false
7,4,21,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,3,21,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,2,21,false,false,false,false,false,false,1,false,false,false,false,0.0,false
7,1,21,false,false,false,false,false,false,2,false,false,false,false,0.0,false
7,0,21,false,false,false,false,false,false,2,false,false,false,false,0.0,true
7,19,20,false,true,false,false,false,false,0,false,false,false,false,0.0,true
7,8,9,false,true,false,false,false,false,0,true,false,false,false,0.0,false
7,7,9,false,true,false,false,false,false,0,false,true,false,false,0.0,false
7,6,9,false,true,false,false,false,false,0,false,false,false,false,0.0,false
7,5,9,true,true,false,false,false,true,0,true,true,false,false,0.0,true
7,5,6,true,false,true,false,false,false,0,false,false,false,false,0.0,false
7,4,6,false,false,true,false,false,false,0,false,false,false,false,0.0,false
7,3,6,false,false,true,false,false,false,0,false,false,true,false,0.0,false
7,2,6,false,false,true,false,false,false,0,false,false,true,false,0.0,false
7,1,6,false,false,true,false,false,false,1,false,false,false,false,0.0,false
7,0,6,false,false,true,false,false,false,1,false,false,false,false,0.0,true
7,4,5,false,true,false,false,false,false,0,true,false,false,false,0.0,false
7,3,5,false,true,false,false,false,false,0,true,false,true,false,0.0,true
8,40,41,false,false,false,true,false,false,0,true,false,false,false,0.0,false
8,39,41,false,false,false,true,false,true,1,true,false,false,false,0.0,true
8,38,39,false,false,true,false,false,false,0,false,false,false,false,2.234,false
8,37,39,false,false,true,false,false,false,0,false,false,false,false,2.234,false
8,36,39,false,false,true,false,false,false,0,false,false,false,false,0.0,false
8,35,39,false,false,true,false,false,false,1,true,false,false,false,0.0,false
8,34,39,false,false,true,false,false,false,2,true,false,false,false,0.0,false
8,33,39,false,false,true,false,false,false,3,false,false,false,false,0.0,false
8,32,39,false,false,true,false,false,false,3,false,false,false,false,4.119,false
8,31,39,false,false,true,false,false,false,3,false,false,false,false,4.119,false
8,30,39,false,false,true,false,false,false,3,false,false,false,false,0.0,false
8,29,39,false,false,true,false,false,false,4,true,false,false,false,2.033,true
8,33,34,false,false,false,false,false,false,1,false,false,false,false,0.0,false
8,32,34,false,false,false,false,false,false,1,false,false,false,false,4.028,false
8,31,34,false,false,false,false,false,false,1,false,false,false,false,4.028,false
8,30,34,false,false,false,false,true,false,1,false,false,false,false,0.0,false
8,29,34,false,false,false,false,false,false,2,true,false,false,false,13.919,false
8,28,34,false,false,false,false,false,false,2,true,false,false,false,0.0,false
8,27,34,false,false,false,false,false,false,3,true,false,false,false,0.0,false
8,26,34,false,false,false,false,false,true,3,true,false,false,false,0.0,true
8,32,33,false,false,true,false,false,false,0,false,false,false,true,17.593,false
8,31,33,false,false,true,false,false,false,0,false,false,false,false,17.593,false
8,30,33,false,false,true,false,false,false,0,true,false,false,true,0.0,false
8,29,33,false,false,true,false,false,false,1,false,false,false,false,0.0,false
8,28,33,false,false,true,false,false,false,1,false,false,false,false,0.0,false
8,27,33,false,false,true,false,false,false,2,false,false,false,false,0.0,false
8,26,33,false,false,true,false,false,false,2,false,false,false,false,0.0,false
8,25,33,false,false,true,false,false,false,2,false,false,false,false,0.0,false
8,24,33,false,false,true,false,false,false,2,false,false,false,false,0.0,false
8,23,33,false,false,true,false,false,false,2,false,false,false,false,0.0,false
8,22,33,false,false,true,false,false,true,3,true,false,false,false,0.0,true
8,28,29,false,false,false,false,false,false,0,true,true,false,false,0.0,true
8,27,28,false,false,true,false,false,true,1,true,false,false,false,0.0,true
8,26,27,false,false,false,false,false,false,0,true,false,false,false,0.0,false
8,25,27,false,false,false,false,false,false,0,true,false,false,false,0.0,false
8,24,27,false,false,false,false,false,false,0,true,false,false,false,0.0,false
8,23,27,false,false,false,false,false,false,0,false,true,false,false,0.0,false
8,22,27,false,false,false,false,false,false,1,false,false,false,false,0.0,false
8,21,27,false,false,false,false,false,false,1,false,false,false,false,0.0,false
8,20,27,false,false,false,false,false,false,1,false,false,false,false,0.0,false
8,19,27,false,false,false,false,false,false,1,false,false,false,false,0.0,false
8,18,27,false,false,false,false,false,false,1,false,false,false,false,0.0,false
8,17,27,false,false,false,false,false,false,2,true,false,false,false,0.0,false
8,16,27,false,false,false,false,false,true,2,true,false,false,false,0.0,false
8,15,27,false,false,false,false,false,false,3,false,false,false,false,0.0,false
8,14,27,true,false,false,false,false,false,3,true,false,false,false,0.0,false
8,13,27,false,false,false,false,false,false,3,true,false,false,false,0.0,false
8,12,27,true,false,false,false,false,false,3,false,false,false,false,0.0,false
8,11,27,false,false,false,false,false,false,3,true,false,false,false,0.0,false
8,10,27,false,false,false,false,false,false,3,true,false,false,false,0.0,false
8,9,27,false,false,false,false,false,false,4,false,false,false,false,0.0,false
8,8,27,false,false,false,false,false,false,4,false,false,false,false,2.654,false
8,7,27,false,false,false,false,false,false,4,true,false,false,false,3.71,false
8,6,27,true,false,false,false,false,false,4,false,false,false,false,0.0,true
8,13,14,false,true,false,false,false,false,0,true,false,false,false,0.0,false
8,12,14,true,true,false,false,false,false,0,false,false,false,false,0.0,false
8,11,14,false,true,false,false,false,false,0,true,false,false,false,0.0,true
8,11,12,false,true,false,false,false,false,0,false,false,false,false,0.0,false
8,10,12,false,true,false,false,false,false,0,true,false,false,false,0.0,true
8,5,6,false,true,false,false,false,false,1,true,false,false,false,0.0,true
8,4,5,false,false,true,false,false,false,0,false,false,false,false,0.0,false
8,3,5,true,false,true,false,false,false,1,true,false,false,false,4.595,true
8,2,3,false,true,false,false,false,false,0,true,true,false,false,0.0,true
9,55,56,false,false,false,false,false,false,0,true,false,false,false,0.0,false
9,54,56,false,false,false,false,false,false,0,true,false,false,false,0.0,false
9,53,56,false,false,false,false,false,false,0,true,false,false,false,0.0,false
9,52,56,true,false,false,false,false,false,0,true,false,false,false,0.0,false
9,51,56,false,false,false,false,false,false,0,false,true,false,false,0.0,false
9,50,56,false,false,false,false,false,false,0,false,true,false,false,0.0,false
9,49,56,false,false,false,false,false,false,0,true,true,false,false,0.0,false
9,48,56,false,false,false,false,false,false,0,true,false,false,false,0.0,false
9,47,56,false,false,false,false,false,false,0,false,true,false,false,0.0,false
9,46,56,false,false,false,false,false,false,0,false,false,false,false,0.0,false
9,45,56,false,false,false,false,false,false,0,false,true,false,false,0.0,false
9,44,56,false,false,false,false,false,false,1,false,false,false,false,0.0,false
9,43,56,false,false,false,false,false,false,1,true,false,false,false,0.0,false
9,42,56,false,false,false,false,false,false,1,false,false,false,false,0.0,false
9,41,56,false,false,false,false,false,false,1,false,false,false,false,0.0,false
9,40,56,false,false,false,false,false,false,2,true,false,false,false,0.0,false
9,39,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,38,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,37,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,36,56,false,false,false,false,false,false,2,true,false,false,false,0.0,false
9,35,56,false,false,false,false,false,false,2,true,false,false,false,0.0,false
9,34,56,false,false,false,false,false,false,2,true,false,false,false,0.0,false
9,33,56,false,false,false,false,false,false,2,true,false,false,false,0.0,false
9,32,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,31,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,30,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,29,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,28,56,false,false,false,false,false,false,2,false,false,false,false,0.0,false
9,27,56,false,false,false,false,false,false,2,true,false,false,false,0.0,false
9,26,56,false,false,false,false,false,false,3,false,false,false,false,0.0,false
9,25,56,false,false,false,false,false,false,3,false,false,false,false,0.0,false
9,24,56,false,false,false,false,false,false,3,false,false,false,false,0.0,false
